Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Broccoli,4.478291063,59.1640566,9
Mango,2.15750908,64.56278835,8
Green Chili,7.157321733,59.59201698,5
Taro Root,7.229786989,76.79231555,23
Green Chili,6.425883278,86.43427141,3
Drumstick,2.134089732,51.84997202,12
Cauliflower,5.237129101,60.755043,12
Turnip,2.76235282,58.12849236,22
Amaranth Leaves,2.526843663,87.15475223,1
Lettuce,4.33310824,73.15023058,3
Papaya,2.22706488,79.76222724,7
Pomegranate,7.39162789,62.49915082,24
Garlic,4.48353972,52.3351926,89
Beetroot,5.354977004,60.24394512,27
Cucumber,7.963672095,68.30571387,8
Grapes,4.625549415,71.85133166,12
Ginger,6.070041421,54.04708544,16
Bitter Gourd,7.737269081,83.56166165,1
Cluster Beans,4.710739964,83.11973148,3
Potato,4.044018811,73.34567905,59
Bitter Gourd,7.996510116,58.50549574,1
Okra,2.661607547,66.71906296,9
Apple,3.376433556,69.1831014,30
Pomegranate,4.753584345,65.77873738,28
Ivy Gourd,3.364747333,52.19240498,14
Fenugreek Leaves,4.692104723,62.73863252,1
Turnip,2.01604667,54.20748641,23
Green Chili,3.510628825,67.15706254,10
Beetroot,7.220195842,76.23973867,23
Taro Root,6.970436722,75.78775948,24
Broccoli,7.178675647,52.69573917,5
Spinach,5.59056788,89.79890438,1
Mango,7.71961663,88.62694961,1
Pineapple,7.61622348,86.05816308,5
French Beans,7.725432575,88.32154564,1
Brinjal,3.866417804,86.96587722,3
Pear,7.852833073,51.09045424,4
Ginger,7.26705079,75.02652318,14
Banana,5.244012134,60.75945982,5
Pomegranate,4.107377229,79.47010424,27
Grapes,2.472870029,53.42279538,16
Fenugreek Leaves,2.656682702,63.77255245,5
Bottle Gourd,7.023530491,73.79896882,8
Jackfruit,3.246996895,58.45275892,8
Sweet Potato,3.793347961,75.33864845,44
Carrot,6.396591887,67.13223429,17
Grapes,7.878951868,58.79257863,8
Amaranth Leaves,2.729231601,51.58097774,4
Ginger,5.070642225,89.88826162,14
Banana,6.495560057,50.23031988,3
Okra,5.793162389,79.07699591,2
Pumpkin,3.603469895,61.37927739,20
Ginger,2.332454841,88.01644236,18
Carrot,2.598419376,88.19696911,19
Orange,4.950315859,56.64579073,28
Bitter Gourd,7.959456241,55.49046781,1
Ash Gourd,3.731751484,73.84813812,29
Ivy Gourd,4.978128644,78.30489214,10
Cluster Beans,3.883466105,73.99995436,6
Cucumber,6.309586433,59.13772667,10
Apple,3.789909433,73.20745756,29
Garlic,4.248094115,87.61877138,86
Mango,4.804410975,54.47285041,4
Snake Gourd,6.679722404,54.55689215,9
Mango,2.786430703,78.6386203,6
Pumpkin,7.671410604,59.5522157,14
Cucumber,5.734411917,75.79474036,10
Amaranth Leaves,5.050849382,85.70692805,1
Potato,5.673410891,70.33503913,57
Amaranth Leaves,7.742637697,52.7743262,1
Ash Gourd,5.469052018,67.17885317,27
Broccoli,6.818032733,66.67399545,5
Chikoo,7.963952472,89.57776567,1
Snake Gourd,3.937662004,56.81001063,14
Ginger,4.98164031,77.27125229,17
Coriander Leaves,4.082980457,75.05771779,1
Guava,5.923647196,57.31611201,7
Cauliflower,2.257383061,65.04656048,16
Spinach,2.14668109,61.7553297,6
Amaranth Leaves,7.454357254,52.48404272,1
Brinjal,2.630930468,69.81872559,9
Orange,7.395806055,82.28363475,22
Okra,2.22982517,63.65854075,9
Jackfruit,4.938076017,84.5124984,2
Jackfruit,4.374903877,68.29613965,6
Pumpkin,6.174614381,67.89765351,16
Snake Gourd,2.641177001,68.95593398,16
Beetroot,2.956288025,79.48069316,29
Sweet Potato,4.716813931,78.11597276,42
Sweet Potato,7.012056026,66.17096182,40
Radish,4.159579226,50.58687955,9
Cauliflower,3.182161152,84.68955523,12
Orange,7.654976611,74.55889204,23
Radish,2.388997563,80.71154216,10
Ash Gourd,4.512590324,57.91900162,29
Carrot,5.704406753,60.05982986,18
Jackfruit,6.310219174,52.73104519,3
Chikoo,7.653917579,68.1017014,1
Drumstick,7.493252187,74.00072926,3
Beetroot,6.63368631,71.77778903,25
Lettuce,4.73043711,81.31298361,1
Bottle Gourd,5.960737039,53.66144939,11
Broccoli,5.355088686,60.84051712,7
Jackfruit,2.493573498,53.85734586,9
Cluster Beans,2.6261551,86.98164948,5
Garlic,2.277882311,63.85501312,92
Onion,5.225077679,50.44022578,28
Ash Gourd,4.147832007,85.13318784,26
Capsicum,7.60253476,67.31853071,4
Brinjal,7.889580356,83.92304703,1
French Beans,4.053837159,75.16200873,5
Taro Root,6.607074569,72.6992994,25
Pomegranate,2.617432163,82.57059901,29
Lettuce,6.163566094,61.24249814,1
Grapes,7.427294421,64.42029336,8
Pomegranate,4.00854376,89.96588856,25
Brinjal,2.74627188,65.28434203,8
Onion,6.811457719,74.2481018,24
Garlic,2.441089212,89.0664655,88
Guava,5.953406496,68.07151438,7
Turnip,2.599443915,83.30351007,20
Cucumber,6.77866242,61.83318765,9
Sweet Potato,6.212763462,89.98894129,37
Cauliflower,2.72008287,60.74200934,15
Tomato,2.658283626,65.6558939,12
Taro Root,3.554180794,87.84466045,27
Ginger,2.54819144,58.82211857,22
Onion,5.042715553,60.4953869,28
Fenugreek Leaves,7.759468975,84.69341337,1
Garlic,4.834987923,72.33794216,88
Tomato,7.437240256,69.25836422,4
Apple,5.566644353,60.42597456,27
Tomato,7.882624508,55.23556863,4
Green Chili,6.215197647,88.37712359,3
Ivy Gourd,2.840767415,56.67929792,15
Bitter Gourd,4.099304566,54.949705,6
Beetroot,3.18644757,54.63960095,31
Bitter Gourd,2.924505231,62.1558643,8
Spinach,3.288584197,71.16817765,4
Green Chili,2.007602195,50.20720631,12
Cluster Beans,5.946810151,63.64339956,4
Beetroot,7.20219398,51.58363153,25
Brinjal,2.021525478,62.70872611,9
Potato,4.929398575,81.80094363,56
Carrot,3.781627763,72.43351989,20
Bottle Gourd,5.561607532,61.09973536,11
Bitter Gourd,3.142100933,62.07529173,8
Pomegranate,4.144504863,60.05615647,29
Grapes,4.076011596,60.49381082,13
Bottle Gourd,5.241461552,81.125162,9
Taro Root,7.852803174,68.72041311,24
Banana,5.542576353,70.23870696,4
Brinjal,3.772986676,62.94037537,7
Spinach,6.579407126,56.37268462,1
Apple,5.404192339,69.75465414,27
Drumstick,7.419661824,81.19875951,2
Banana,7.708375681,70.51699817,1
Brinjal,3.513572819,51.35112611,7
Ridge Gourd,3.289791096,76.27195676,9
Brinjal,4.775977732,73.36829756,5
Ridge Gourd,3.279241144,64.20799753,11
Cauliflower,5.418003277,60.34522832,11
Grapes,5.201910526,70.77059364,12
Amaranth Leaves,4.830449724,59.90576528,1
Taro Root,7.57452663,75.9195377,23
Orange,7.20600214,72.04377558,24
Fenugreek Leaves,6.602874532,80.82587025,1
Amaranth Leaves,4.134564756,57.31579786,2
Pear,3.362209108,52.85970565,10
Pomegranate,3.370679706,65.96271603,30
Jackfruit,6.538103669,86.75609527,1
Sweet Potato,6.787752181,53.70826219,40
Mint Leaves,4.899114742,80.04543008,1
Broccoli,3.196246062,80.41720038,9
Okra,6.058793342,65.57361872,3
Mint Leaves,4.246803171,56.15667915,2
Mint Leaves,5.174618448,87.98943143,1
Cucumber,6.42862369,73.36653418,9
Onion,5.584163233,80.90164091,25
Ivy Gourd,4.727796778,82.09442436,10
Guava,2.412713296,50.12134619,12
Ivy Gourd,2.333433891,80.47329313,14
Lettuce,2.445980486,74.90185529,6
Ash Gourd,6.982863119,75.3380086,24
Bitter Gourd,5.126030779,78.80083235,3
Amaranth Leaves,2.65910734,71.78731116,4
Mango,4.371001746,78.29202291,3
Turnip,5.585211905,76.86472661,17
Guava,5.358321602,66.73290663,7
Taro Root,3.673500411,70.12532637,30
Potato,4.63384529,66.37150181,59
Pear,4.71101896,70.39334957,8
Ivy Gourd,3.727642269,54.16916884,14
Grapes,3.937272838,50.5319316,14
Pineapple,6.641351911,56.13172771,10
Fenugreek Leaves,5.695262062,68.14823861,1
Sweet Potato,3.581382084,72.70250248,45
Orange,6.318168699,72.56806571,26
Amaranth Leaves,5.131890366,55.39811937,1
Guava,3.477808033,89.92038069,6
Spinach,2.677812178,71.07281163,5
Banana,3.964571539,50.95626698,7
Spinach,4.764647515,72.59472563,2
Bitter Gourd,5.535915506,77.76666241,3
Pointed Gourd,3.639726247,73.20011177,13
French Beans,4.724440259,77.82508129,4
Amaranth Leaves,6.223058479,70.74823244,1
Mint Leaves,6.211655287,65.75919091,1
Turnip,6.167694507,66.56499916,17
Amaranth Leaves,2.16780917,77.35932096,4
Amaranth Leaves,5.19404647,53.70804594,1
Radish,4.278166228,72.52008903,9
Papaya,7.770749234,88.84298865,1
Brinjal,3.469249447,77.87995289,6
Guava,6.879355874,54.48636126,5
Ginger,3.832192616,68.81143426,20
Cucumber,7.156002443,73.56210498,8
Carrot,4.027313588,71.8621394,20
Potato,7.543775487,51.9545801,54
Banana,3.941547409,76.31655426,5
Drumstick,5.903293815,72.39478129,6
Potato,6.36943785,80.27171258,54
Mango,3.019650363,72.32929932,7
Pear,2.078179095,72.15168639,12
Bottle Gourd,7.896866549,84.27061419,5
Garlic,6.867578656,74.68147611,84
Pineapple,7.833230382,70.78049192,8
Beetroot,3.334146606,78.77668173,29
Lemon,2.434416671,52.88991155,32
Ginger,2.495626253,67.27556152,22
Cluster Beans,4.245186205,62.75262577,6
Orange,3.464961951,79.79993928,28
Green Chili,2.208937325,72.04036779,12
Lettuce,3.650553796,83.7328744,2
Coriander Leaves,7.872594031,50.77929118,1
French Beans,6.583641789,89.76739197,1
Spring Onion,5.284553822,60.10879263,3
Beetroot,5.737047632,57.31887104,27
Taro Root,3.412979897,67.10231728,30
Green Chili,7.726221053,84.79136211,1
Ash Gourd,5.01709253,80.28565677,26
Onion,3.628294627,69.60987728,30
Cabbage,3.43721834,62.04701087,21
Amaranth Leaves,3.475571325,78.25881999,2
Pumpkin,4.317912598,76.34945918,18
Ash Gourd,4.22507586,75.51057051,28
Capsicum,7.518553723,78.8925841,2
Broccoli,3.192122571,57.55335248,11
Mango,7.729267932,59.33963019,1
Pineapple,4.458902765,71.44260376,13
Cucumber,7.835686834,72.14759848,7
Grapes,6.95705871,86.53384222,6
Broccoli,3.322881097,85.40655562,7
Lettuce,4.197707948,70.30208798,4
Taro Root,5.65521076,70.02770528,27
Broccoli,6.750375276,55.05143781,5
Broccoli,4.522879998,74.07285402,8
Guava,5.944787601,70.0932667,7
Cabbage,5.356679198,75.89607661,17
Pomegranate,4.651492447,54.95120235,29
Ash Gourd,6.427284416,68.91687274,26
Onion,5.545948224,75.51551763,26
Bottle Gourd,6.174778281,72.34495985,10
Chikoo,2.797465634,81.68169499,6
Green Chili,3.519219687,69.60253778,10
Lemon,3.346383696,54.29050094,30
Tomato,5.31131878,68.22918853,8
Banana,6.880150312,84.88957757,1
Broccoli,6.483139522,59.11925047,6
Pumpkin,7.673586587,81.91157378,12
Drumstick,6.209084195,75.40289146,5
Lemon,5.637034206,72.17611226,27
Ivy Gourd,4.373591355,51.16363854,13
Spinach,2.790994418,67.43653489,5
Pointed Gourd,3.194438358,58.33560001,15
Pumpkin,6.047895975,57.99105663,16
Guava,2.657065721,68.63144599,12
Green Chili,7.861212161,72.66772459,3
Ridge Gourd,3.543043272,85.07207626,7
Papaya,6.135053579,84.29900511,1
Carrot,2.931164326,63.03681268,22
Amaranth Leaves,4.458622528,79.18431913,1
Pointed Gourd,7.299771163,80.50889252,6
Taro Root,2.738331354,83.08487308,29
Turnip,2.072718906,69.07599284,23
Mint Leaves,4.608268994,86.29932944,1
Pineapple,3.130966035,71.70044243,14
Apple,6.012569321,52.97448987,26
Cucumber,4.791457549,80.56241148,10
Ivy Gourd,6.768486521,88.30719108,6
Garlic,3.069173388,59.55825984,91
Mango,2.350557325,68.92196067,8
Radish,5.689525756,74.90580904,6
Cabbage,2.322582451,58.71676286,23
Tomato,7.443996839,88.87030946,1
Onion,3.003450592,52.94338468,31
Broccoli,6.243720567,82.61349727,4
Papaya,5.083920219,54.74980051,5
Apple,6.006399462,79.14216457,25
Apple,4.235050198,87.57654642,26
Ginger,7.161393109,64.7320079,15
Turnip,4.921927351,58.92518037,19
Carrot,2.405766557,88.94960765,19
Spring Onion,2.077001793,83.86723748,5
Turnip,4.580172913,87.20541291,16
Mango,3.729430227,78.9464678,4
French Beans,2.362134562,80.47021367,7
Pear,4.536898647,58.25216637,9
Beetroot,6.55632665,81.17342899,23
Banana,5.789308434,54.61104649,4
Bottle Gourd,6.566739643,55.44916306,10
Sweet Potato,3.695120155,50.10225022,45
Grapes,7.811429832,68.39505649,8
Ash Gourd,3.296968146,85.95049503,27
Cabbage,7.166501126,64.22497126,16
Cauliflower,6.562349475,60.53343404,10
Potato,6.32492054,56.40952116,56
Grapes,2.698516708,60.16463309,15
Mint Leaves,2.143240281,70.92080872,5
Turnip,6.508497325,71.4398434,16
Garlic,5.955554414,63.95744125,87
Fenugreek Leaves,7.623696364,63.07945933,1
Pineapple,6.515023963,64.73905164,10
Brinjal,4.105502563,60.69366322,6
Lemon,5.913623548,60.65878132,27
Apple,4.31579506,89.98118973,25
Okra,3.702252908,70.28887804,7
Beetroot,7.509861976,68.53494959,24
Cauliflower,2.351163858,57.93000347,16
Chikoo,5.447875181,73.10579071,4
Green Chili,4.123267046,78.61735665,8
Pomegranate,6.026634616,59.6109908,26
Pointed Gourd,5.75083967,66.05106184,11
Coriander Leaves,2.772110974,81.75805711,2
Brinjal,3.16284146,58.2836784,8
Brinjal,4.353865132,86.16841798,3
Potato,3.632225264,68.06336187,60
Pumpkin,4.52761625,76.45128871,17
Potato,2.067047322,82.42297796,60
Taro Root,4.298083837,78.20087575,27
Potato,3.290076439,87.40515626,57
Broccoli,2.120401198,70.40506011,12
Turnip,5.738932157,85.86665485,15
Carrot,4.016563459,64.91594155,20
Fenugreek Leaves,3.563625359,65.59134428,3
Apple,5.260963026,77.34601628,26
Broccoli,7.485099744,58.83528984,4
Grapes,3.735987558,56.49778712,14
Radish,6.643933185,68.84140266,6
Spinach,5.341124829,60.32815901,1
Beetroot,5.756378778,79.63004111,25
Lemon,6.884835164,67.41822718,25
Pineapple,4.785943612,52.1931675,12
Spinach,3.04748806,80.87833271,3
Carrot,3.999374358,58.81144243,21
Pointed Gourd,3.076494519,69.6406965,15
Beetroot,6.5633018,61.55008697,26
Onion,5.643197751,86.48000856,24
Bottle Gourd,7.104390575,69.57981166,9
Pineapple,3.046889927,50.06064975,15
French Beans,3.79877193,86.71909418,3
Bitter Gourd,7.770869894,89.06205853,1
Banana,4.315085136,54.8934923,6
Beetroot,6.709390837,72.01861932,25
Pineapple,6.43429207,78.15990961,8
Chikoo,4.318807018,56.97071624,6
Okra,5.909542031,67.36456943,4
Fenugreek Leaves,5.284218599,83.59458322,1
Sweet Potato,2.289278415,56.22329934,47
Radish,6.327511512,51.18231368,6
Taro Root,2.321581036,56.96759754,32
Coriander Leaves,3.10815388,64.96979113,4
Drumstick,4.47852694,64.07405345,9
Pineapple,3.557679736,89.5278543,10
Pineapple,4.03139889,72.17941004,13
Capsicum,6.284895466,87.62834495,3
Ginger,2.961083366,64.00446673,21
Ginger,4.550531475,62.7231165,19
Pineapple,5.092767513,84.79150081,9
Potato,4.402687984,76.45723014,58
Cabbage,6.014879631,63.19748321,17
Lettuce,7.777055184,69.05182535,1
Apple,2.494200358,57.3392068,32
Onion,5.091241004,52.99209942,28
Broccoli,4.841940874,64.09837546,8
Radish,2.590584934,69.61641742,12
Garlic,2.411869405,80.35398112,90
Ginger,6.714539632,77.14290648,14
Okra,2.904030663,66.34207953,8
Lettuce,5.649138501,80.60300582,1
Pear,3.034968772,70.87240962,11
Pumpkin,4.293744013,66.56707466,19
Amaranth Leaves,5.706954476,87.69099519,1
Snake Gourd,3.980391555,65.59292287,14
Garlic,5.599240187,67.44002049,87
Taro Root,6.994875964,76.04505534,24
Ivy Gourd,3.582890294,56.11710318,14
Pointed Gourd,7.774367551,69.12188244,8
Guava,5.601668287,56.26187547,7
Pomegranate,4.967595178,54.98703445,28
Mint Leaves,7.329248201,65.05615337,1
Cabbage,4.902804771,67.01106261,19
Chikoo,6.148598924,84.24001327,1
Capsicum,3.960730394,81.27121329,7
Tomato,7.925460769,61.76379586,4
Radish,6.420355482,51.43090227,6
Capsicum,5.632929053,88.35173397,3
Apple,4.466573408,71.10349885,29
Broccoli,3.102837362,65.36702373,11
Okra,2.548763563,78.94535479,7
Cluster Beans,4.496926411,72.25308285,5
Tomato,6.913122253,56.13217095,5
Snake Gourd,5.012188681,75.35286362,11
Drumstick,7.411439777,54.18924795,4
Carrot,7.617808031,75.88655618,14
Pomegranate,3.297207075,72.70211508,30
Amaranth Leaves,5.915504381,69.82113003,1
Jackfruit,3.199418597,58.79112377,8
Fenugreek Leaves,2.795952732,71.35711125,4
Tomato,4.656037712,81.09513963,6
Carrot,4.060037195,55.41377835,20
Snake Gourd,4.812699888,62.93048461,12
Capsicum,2.404341799,62.7442012,12
Okra,3.358799694,74.09471667,7
Carrot,3.56502782,74.38850564,20
Jackfruit,6.556526106,59.83144933,3
Taro Root,3.699934288,54.90243184,30
Spring Onion,4.270351785,75.84461997,3
Mango,2.276407906,79.22708273,6
Turnip,2.885801114,86.71157576,19
Fenugreek Leaves,7.216045467,56.62840616,1
Tomato,3.679572959,63.72284457,10
Pineapple,3.788265039,61.87310569,14
Spinach,2.975597312,54.27036432,5
Tomato,6.149879861,52.01365209,6
Lettuce,4.48311922,73.22434635,3
Broccoli,4.737487438,85.38283618,5
Carrot,7.09062142,51.7172609,16
Onion,2.918097665,85.64178109,28
Potato,7.699241206,74.34381608,53
Lemon,6.870948642,52.23824992,25
Tomato,3.656120518,50.39708996,10
Cucumber,4.899602795,51.67392025,12
Pineapple,3.418971046,76.90820773,13
Bottle Gourd,4.004833942,55.70819008,13
Lemon,4.616635033,67.53674802,29
Banana,4.22007052,60.33473742,6
Carrot,4.234553648,51.50794204,20
Pear,5.709186799,61.98487865,7
Orange,6.003908432,68.16705065,26
Banana,4.80113716,63.86621706,5
Papaya,4.747007547,82.35376858,3
Potato,6.389782544,52.65599214,56
Garlic,3.883522723,86.72296703,86
Broccoli,4.245158472,65.96338758,9
Cabbage,6.242516277,67.28971848,17
Pineapple,2.509477037,84.63680949,13
Carrot,6.065592446,63.91010166,17
Papaya,6.685531811,53.19086005,2
Cauliflower,5.319246268,53.69188006,12
Grapes,6.649591861,80.71659342,7
Drumstick,4.858017111,77.91880574,7
Onion,6.360131451,55.69081817,26
Okra,6.174492218,79.63255935,1
Mint Leaves,4.556389726,85.5584002,1
Cabbage,3.093773662,55.88200148,22
Ginger,7.51407242,86.04472806,11
Cucumber,6.764746073,84.37478257,6
Mango,5.753280333,77.34857228,1
Amaranth Leaves,3.387077015,72.85771962,3
Turnip,6.533114762,59.14092525,17
Brinjal,5.594398878,67.55808732,4
Spinach,4.507747646,81.77229199,1
Ivy Gourd,4.791504538,61.10949787,12
Cluster Beans,3.486192391,62.67100151,7
Spinach,6.732527144,78.2265421,1
Pumpkin,6.86294636,64.44312771,15
Coriander Leaves,6.888659622,85.51190033,1
Snake Gourd,6.837951277,74.40121862,8
Lettuce,6.429900396,64.8807421,1
Green Chili,7.57284327,57.32058427,4
Amaranth Leaves,7.924598235,60.38266003,1
Cabbage,4.261663319,62.72630551,20
Carrot,3.69868931,60.53856542,21
Lettuce,5.242302249,74.58331636,2
Mango,5.9830494,67.14633978,3
Sweet Potato,3.726682431,88.21012346,41
Okra,7.688560209,69.85527484,1
Amaranth Leaves,2.994645453,67.70180082,4
Cauliflower,7.608603193,81.80291413,6
Spinach,6.396694848,78.11920877,1
Ginger,2.152767993,63.93912782,22
Carrot,6.585607758,68.86391298,17
Radish,4.621149659,75.05803252,8
Spring Onion,7.873084301,84.82466743,1
Lettuce,2.958683436,89.15261676,2
Carrot,4.627435979,68.22529564,20
Brinjal,4.226096611,61.33733231,6
Pumpkin,2.478308155,62.64825277,22
Green Chili,3.829352059,51.77520761,10
French Beans,2.24520378,81.45663601,7
Bitter Gourd,5.856523458,67.88738407,4
Orange,6.736542863,54.81426406,25
Ivy Gourd,3.155430696,85.63851567,12
Brinjal,6.083604977,88.63730525,1
Mango,5.384775,80.54544785,1
Pumpkin,7.106490863,84.5757581,12
Amaranth Leaves,7.512507005,77.46111823,1
Lettuce,5.820770734,53.47596796,2
Cucumber,5.515505748,74.26671032,10
Orange,2.169099299,59.46301274,32
Green Chili,2.845698855,83.56066989,9
Sweet Potato,2.386983102,57.62504155,47
Radish,2.21193457,62.71818453,12
Mint Leaves,2.068422353,71.17766488,5
Cauliflower,2.345238052,66.71805632,16
Okra,2.910283554,69.86564639,8
Coriander Leaves,6.499640009,54.62512805,1
Ginger,5.829881459,72.55242455,16
Cucumber,5.088930482,72.26998398,11
Pomegranate,6.319360911,84.68608097,23
Turnip,7.543341304,59.78587535,15
Broccoli,5.129548803,78.0043279,6
Lemon,2.438390064,87.84613807,28
Bitter Gourd,2.091785778,71.54863851,9
Ash Gourd,7.705579075,60.98087427,24
Apple,3.288441315,60.8383931,31
Carrot,3.318539143,79.99431764,20
Pumpkin,6.700513498,76.44796522,14
Lettuce,5.559176512,64.62709947,2
Cabbage,3.726887781,81.91432419,19
Spring Onion,6.416797642,74.00873298,1
Pomegranate,3.742919522,78.04339923,28
Cluster Beans,5.863080884,80.89165293,2
Okra,7.734255134,71.71595451,1
Cucumber,5.473535576,87.8477274,8
